hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,total_nights,family,arrival_month_num,season,is_family,has_weekend_stay,has_weekday_stay,estimated_revenue,booking_size,stay_category,lead_time_category
City Hotel,1,3,2015,August,34,17,2,5,2,0.0,0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,38.0,0.0,Transient,136.0,0.0,0.0,Canceled,2015-08-17,2.0,7,0.0,8.0,Summer,0,1,1,952.0,Couple,Long Stay,Last Minute
City Hotel,0,4,2015,August,34,17,2,5,2,0.0,0,BB,ESP,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,75.0,0.0,0.0,Check-Out,2015-08-24,2.0,7,0.0,8.0,Summer,0,1,1,525.0,Couple,Long Stay,Last Minute
City Hotel,1,3,2015,August,34,17,2,5,2,0.0,0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,38.0,0.0,Transient,79.2,0.0,0.0,Canceled,2015-08-17,2.0,7,0.0,8.0,Summer,0,1,1,554.4,Couple,Long Stay,Last Minute
City Hotel,0,0,2015,August,34,17,1,1,2,0.0,0,BB,ESP,Corporate,Direct,0.0,0.0,0.0,A,D,2.0,No Deposit,0.0,38.0,0.0,Transient,72.0,0.0,0.0,Check-Out,2015-08-19,2.0,2,0.0,8.0,Summer,0,1,1,144.0,Couple,Short Stay,Last Minute
City Hotel,0,5,2015,August,34,17,3,10,1,0.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,92.31,0.0,2.0,Check-Out,2015-08-30,1.0,13,0.0,8.0,Summer,0,1,1,1200.03,Single,Long Stay,Last Minute
City Hotel,1,1,2015,August,34,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,114.0,0.0,0.0,No-Show,2015-08-18,2.0,1,0.0,8.0,Summer,0,0,1,114.0,Couple,Short Stay,Last Minute
City Hotel,0,0,2015,August,34,18,0,1,1,0.0,0,SC,AGO,Direct,Direct,0.0,0.0,0.0,D,D,0.0,No Deposit,0.0,,0.0,Transient,100.0,0.0,0.0,Check-Out,2015-08-19,1.0,1,0.0,8.0,Summer,0,0,1,100.0,Single,Short Stay,Last Minute
City Hotel,1,1,2015,August,34,18,0,1,1,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,114.0,0.0,0.0,No-Show,2015-08-18,1.0,1,0.0,8.0,Summer,0,0,1,114.0,Single,Short Stay,Last Minute
City Hotel,0,0,2015,August,34,18,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Contract,129.0,0.0,0.0,Check-Out,2015-08-19,2.0,1,0.0,8.0,Summer,0,0,1,129.0,Couple,Short Stay,Last Minute
City Hotel,0,0,2015,August,34,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,129.0,0.0,0.0,Check-Out,2015-08-19,2.0,1,0.0,8.0,Summer,0,0,1,129.0,Couple,Short Stay,Last Minute
City Hotel,0,0,2015,August,34,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,124.0,0.0,0.0,Check-Out,2015-08-19,2.0,1,0.0,8.0,Summer,0,0,1,124.0,Couple,Short Stay,Last Minute
City Hotel,0,0,2015,August,34,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,75.0,0.0,0.0,Check-Out,2015-08-19,2.0,1,0.0,8.0,Summer,0,0,1,75.0,Couple,Short Stay,Last Minute
City Hotel,0,0,2015,August,34,18,0,1,2,0.0,0,BB,ROU,Online TA,Direct,0.0,0.0,0.0,A,D,0.0,No Deposit,0.0,,0.0,Transient,124.0,0.0,0.0,Check-Out,2015-08-19,2.0,1,0.0,8.0,Summer,0,0,1,124.0,Couple,Short Stay,Last Minute
City Hotel,1,4,2015,August,34,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,51.0,0.0,Transient,84.0,0.0,0.0,Canceled,2015-08-14,1.0,1,0.0,8.0,Summer,0,0,1,84.0,Single,Short Stay,Last Minute
City Hotel,0,47,2015,August,34,18,0,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,19.0,,0.0,Transient-Party,100.0,0.0,1.0,Check-Out,2015-08-20,1.0,2,0.0,8.0,Summer,0,0,1,200.0,Single,Short Stay,Medium Lead Time
City Hotel,0,14,2015,August,34,18,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,80.0,0.0,1.0,Check-Out,2015-08-20,2.0,2,0.0,8.0,Summer,0,0,1,160.0,Couple,Short Stay,Short Lead Time
City Hotel,0,12,2015,August,34,18,0,2,3,0.0,0,BB,ESP,Direct,Direct,0.0,0.0,0.0,D,D,0.0,No Deposit,0.0,,0.0,Transient,110.0,0.0,2.0,Check-Out,2015-08-20,3.0,2,0.0,8.0,Summer,0,0,1,220.0,Small Group,Short Stay,Short Lead Time
City Hotel,1,11,2015,August,34,18,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,1.0,Non Refund,0.0,48.0,0.0,Transient,75.0,0.0,0.0,Canceled,2015-08-13,2.0,2,0.0,8.0,Summer,0,0,1,150.0,Couple,Short Stay,Short Lead Time
City Hotel,0,12,2015,August,34,18,0,2,2,1.0,0,BB,ESP,Direct,Direct,0.0,0.0,0.0,D,D,0.0,No Deposit,0.0,,0.0,Transient,92.5,0.0,2.0,Check-Out,2015-08-20,3.0,2,1.0,8.0,Summer,1,0,1,185.0,Small Group,Short Stay,Short Lead Time
City Hotel,0,11,2015,August,34,18,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,90.0,0.0,1.0,Check-Out,2015-08-20,2.0,2,0.0,8.0,Summer,0,0,1,180.0,Couple,Short Stay,Short Lead Time
City Hotel,0,7,2015,August,34,18,0,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,F,F,1.0,No Deposit,9.0,,0.0,Contract,162.0,1.0,0.0,Check-Out,2015-08-21,4.0,3,1.0,8.0,Summer,1,0,1,486.0,Small Group,Medium Stay,Last Minute
City Hotel,0,1,2015,August,34,18,0,4,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,17.0,,0.0,Transient,109.8,0.0,0.0,Check-Out,2015-08-22,2.0,4,0.0,8.0,Summer,0,0,1,439.2,Couple,Medium Stay,Last Minute
City Hotel,0,4,2015,August,34,18,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,B,1.0,No Deposit,9.0,,0.0,Contract,90.5,0.0,2.0,Check-Out,2015-08-22,2.0,4,0.0,8.0,Summer,0,0,1,362.0,Couple,Medium Stay,Last Minute
City Hotel,0,15,2015,August,34,18,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,27.0,,0.0,Transient,75.0,0.0,0.0,Check-Out,2015-08-22,2.0,4,0.0,8.0,Summer,0,0,1,300.0,Couple,Medium Stay,Short Lead Time
City Hotel,0,6,2015,August,34,18,0,4,2,0.0,0,BB,ESP,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,1.0,,0.0,Transient,75.0,0.0,1.0,Check-Out,2015-08-22,2.0,4,0.0,8.0,Summer,0,0,1,300.0,Couple,Medium Stay,Last Minute
City Hotel,1,7,2015,August,34,18,0,4,2,0.0,0,BB,MOZ,Direct,Direct,0.0,0.0,0.0,A,A,1.0,No Deposit,0.0,,0.0,Transient,75.0,0.0,0.0,Canceled,2015-08-18,2.0,4,0.0,8.0,Summer,0,0,1,300.0,Couple,Medium Stay,Last Minute
City Hotel,0,7,2015,August,34,18,0,4,2,2.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,F,F,1.0,No Deposit,0.0,,0.0,Transient,153.0,0.0,1.0,Check-Out,2015-08-22,4.0,4,1.0,8.0,Summer,1,0,1,612.0,Small Group,Medium Stay,Last Minute
City Hotel,0,10,2015,August,34,18,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,9.0,,0.0,Transient,90.0,0.0,1.0,Check-Out,2015-08-23,2.0,5,0.0,8.0,Summer,0,0,1,450.0,Couple,Medium Stay,Short Lead Time
City Hotel,0,8,2015,August,34,18,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,93.0,1.0,1.0,Check-Out,2015-08-23,2.0,5,0.0,8.0,Summer,0,0,1,465.0,Couple,Medium Stay,Short Lead Time
City Hotel,0,10,2015,August,34,18,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,D,1.0,No Deposit,9.0,,0.0,Transient,90.0,0.0,2.0,Check-Out,2015-08-23,2.0,5,0.0,8.0,Summer,0,0,1,450.0,Couple,Medium Stay,Short Lead Time
City Hotel,0,14,2015,August,34,18,1,5,2,0.0,0,BB,NLD,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,14.0,,0.0,Transient,75.0,0.0,0.0,Check-Out,2015-08-24,2.0,6,0.0,8.0,Summer,0,1,1,450.0,Couple,Long Stay,Short Lead Time
City Hotel,0,8,2015,August,34,18,1,5,2,0.0,0,BB,CN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,90.0,0.0,1.0,Check-Out,2015-08-24,2.0,6,0.0,8.0,Summer,0,1,1,540.0,Couple,Long Stay,Short Lead Time
City Hotel,0,4,2015,August,34,18,2,10,2,0.0,0,BB,AGO,Online TA,TA/TO,0.0,0.0,0.0,A,E,0.0,No Deposit,9.0,,0.0,Contract,99.33,0.0,0.0,Check-Out,2015-08-30,2.0,12,0.0,8.0,Summer,0,1,1,1191.96,Couple,Long Stay,Last Minute
City Hotel,1,5,2015,August,34,18,3,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,9.0,,0.0,Contract,98.62,0.0,2.0,No-Show,2015-08-18,2.0,13,0.0,8.0,Summer,0,1,1,1282.06,Couple,Long Stay,Last Minute
City Hotel,1,13,2015,August,34,18,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,80.0,0.0,2.0,Canceled,2015-08-13,1.0,2,0.0,8.0,Summer,0,0,1,160.0,Single,Short Stay,Short Lead Time
City Hotel,0,3,2015,August,34,18,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,122.0,0.0,2.0,Check-Out,2015-08-20,2.0,2,0.0,8.0,Summer,0,0,1,244.0,Couple,Short Stay,Last Minute
City Hotel,1,11,2015,August,34,18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,2.0,Non Refund,0.0,48.0,0.0,Transient,67.0,0.0,0.0,Canceled,2015-08-13,1.0,2,0.0,8.0,Summer,0,0,1,134.0,Single,Short Stay,Short Lead Time
City Hotel,1,13,2015,August,34,18,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,90.0,0.0,2.0,Canceled,2015-08-13,2.0,2,0.0,8.0,Summer,0,0,1,180.0,Couple,Short Stay,Short Lead Time
City Hotel,0,1,2015,August,34,18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,D,0.0,No Deposit,0.0,40.0,0.0,Transient,65.0,0.0,0.0,Check-Out,2015-08-20,1.0,2,0.0,8.0,Summer,0,0,1,130.0,Single,Short Stay,Last Minute
City Hotel,0,4,2015,August,34,18,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,40.0,0.0,Transient,65.0,0.0,0.0,Check-Out,2015-08-21,1.0,3,0.0,8.0,Summer,0,0,1,195.0,Single,Medium Stay,Last Minute
City Hotel,0,6,2015,August,34,18,0,3,1,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,D,0.0,No Deposit,14.0,,0.0,Transient,67.0,0.0,0.0,Check-Out,2015-08-21,1.0,3,0.0,8.0,Summer,0,0,1,201.0,Single,Medium Stay,Last Minute
City Hotel,0,6,2015,August,34,18,0,3,2,0.0,0,BB,ESP,Direct,Direct,0.0,0.0,0.0,A,E,0.0,No Deposit,14.0,,0.0,Transient,75.0,0.0,2.0,Check-Out,2015-08-21,2.0,3,0.0,8.0,Summer,0,0,1,225.0,Couple,Medium Stay,Last Minute
City Hotel,0,8,2015,August,34,18,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,95.0,0.0,2.0,Check-Out,2015-08-21,2.0,3,0.0,8.0,Summer,0,0,1,285.0,Couple,Medium Stay,Short Lead Time
City Hotel,1,104,2015,August,34,18,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,76.5,0.0,0.0,Canceled,2015-08-01,2.0,3,0.0,8.0,Summer,0,0,1,229.5,Couple,Medium Stay,Long Lead Time
City Hotel,0,6,2015,August,34,18,0,3,2,0.0,0,BB,ESP,Direct,Direct,0.0,0.0,0.0,A,D,0.0,No Deposit,14.0,,0.0,Transient,75.0,0.0,2.0,Check-Out,2015-08-21,2.0,3,0.0,8.0,Summer,0,0,1,225.0,Couple,Medium Stay,Last Minute
City Hotel,0,10,2015,August,34,18,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,81.0,0.0,2.0,Check-Out,2015-08-21,2.0,3,0.0,8.0,Summer,0,0,1,243.0,Couple,Medium Stay,Short Lead Time
City Hotel,0,6,2015,August,34,18,0,3,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,D,0.0,No Deposit,14.0,,0.0,Transient,75.0,0.0,2.0,Check-Out,2015-08-21,2.0,3,0.0,8.0,Summer,0,0,1,225.0,Couple,Medium Stay,Last Minute
City Hotel,0,6,2015,August,34,19,0,3,2,0.0,0,BB,BEL,Direct,Direct,0.0,0.0,0.0,D,D,0.0,No Deposit,14.0,,0.0,Transient,79.0,0.0,0.0,Check-Out,2015-08-22,2.0,3,0.0,8.0,Summer,0,0,1,237.0,Couple,Medium Stay,Last Minute
City Hotel,0,8,2015,August,34,19,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,81.0,0.0,2.0,Check-Out,2015-08-22,2.0,3,0.0,8.0,Summer,0,0,1,243.0,Couple,Medium Stay,Short Lead Time
City Hotel,0,9,2015,August,34,19,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,81.0,0.0,1.0,Check-Out,2015-08-22,2.0,3,0.0,8.0,Summer,0,0,1,243.0,Couple,Medium Stay,Short Lead Time
City Hotel,0,97,2015,August,34,19,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,76.5,0.0,0.0,Check-Out,2015-08-22,2.0,3,0.0,8.0,Summer,0,0,1,229.5,Couple,Medium Stay,Long Lead Time
City Hotel,1,135,2015,August,34,19,0,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,11.0,,0.0,Transient,55.08,0.0,0.0,Canceled,2015-05-05,2.0,4,0.0,8.0,Summer,0,0,1,220.32,Couple,Medium Stay,Long Lead Time
City Hotel,0,6,2015,August,34,19,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,106.0,0.0,2.0,Check-Out,2015-08-23,2.0,4,0.0,8.0,Summer,0,0,1,424.0,Couple,Medium Stay,Last Minute
City Hotel,0,9,2015,August,34,19,0,4,2,0.0,0,BB,NOR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,90.0,0.0,1.0,Check-Out,2015-08-23,2.0,4,0.0,8.0,Summer,0,0,1,360.0,Couple,Medium Stay,Short Lead Time
City Hotel,0,7,2015,August,34,19,1,4,2,0.0,0,BB,ESP,Direct,Direct,0.0,0.0,0.0,A,B,0.0,No Deposit,0.0,,0.0,Transient,67.0,0.0,0.0,Check-Out,2015-08-24,2.0,5,0.0,8.0,Summer,0,1,1,335.0,Couple,Medium Stay,Last Minute
City Hotel,0,7,2015,August,34,19,1,4,2,0.0,0,BB,ESP,Direct,Direct,0.0,0.0,0.0,A,B,1.0,No Deposit,0.0,,0.0,Transient,75.0,0.0,0.0,Check-Out,2015-08-24,2.0,5,0.0,8.0,Summer,0,1,1,375.0,Couple,Medium Stay,Last Minute
City Hotel,0,2,2015,August,34,19,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,102.8,0.0,1.0,Check-Out,2015-08-24,2.0,5,0.0,8.0,Summer,0,1,1,514.0,Couple,Medium Stay,Last Minute
City Hotel,0,4,2015,August,34,19,1,4,2,0.0,0,BB,FRA,Direct,Direct,0.0,0.0,0.0,E,E,1.0,No Deposit,14.0,,0.0,Group,89.0,0.0,0.0,Check-Out,2015-08-24,2.0,5,0.0,8.0,Summer,0,1,1,445.0,Couple,Medium Stay,Last Minute
City Hotel,0,1,2015,August,34,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,40.0,,0.0,Transient,65.0,0.0,0.0,Check-Out,2015-08-20,1.0,1,0.0,8.0,Summer,0,0,1,65.0,Single,Short Stay,Last Minute
City Hotel,0,4,2015,August,34,19,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,106.0,0.0,2.0,Check-Out,2015-08-21,2.0,2,0.0,8.0,Summer,0,0,1,212.0,Couple,Short Stay,Last Minute
City Hotel,0,7,2015,August,34,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,2.0,No Deposit,0.0,40.0,0.0,Transient,65.0,0.0,0.0,Check-Out,2015-08-21,2.0,2,0.0,8.0,Summer,0,0,1,130.0,Couple,Short Stay,Last Minute
City Hotel,0,0,2015,August,34,19,0,2,2,1.0,0,SC,LVA,Online TA,TA/TO,0.0,0.0,0.0,A,D,1.0,No Deposit,9.0,,0.0,Contract,97.0,0.0,3.0,Check-Out,2015-08-21,3.0,2,1.0,8.0,Summer,1,0,1,194.0,Small Group,Short Stay,Last Minute
City Hotel,0,0,2015,August,34,19,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,97.0,0.0,1.0,Check-Out,2015-08-21,2.0,2,0.0,8.0,Summer,0,0,1,194.0,Couple,Short Stay,Last Minute
City Hotel,0,4,2015,August,34,19,0,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,106.0,0.0,1.0,Check-Out,2015-08-21,2.0,2,0.0,8.0,Summer,0,0,1,212.0,Couple,Short Stay,Last Minute
City Hotel,0,9,2015,August,34,19,0,2,2,0.0,0,BB,FIN,Direct,Direct,0.0,0.0,0.0,A,A,1.0,No Deposit,14.0,,0.0,Transient,75.0,0.0,0.0,Check-Out,2015-08-21,2.0,2,0.0,8.0,Summer,0,0,1,150.0,Couple,Short Stay,Short Lead Time
City Hotel,0,2,2015,August,34,19,0,2,1,0.0,0,BB,PRT,Complementary,Direct,0.0,0.0,0.0,A,D,1.0,No Deposit,0.0,45.0,0.0,Transient,0.0,0.0,0.0,Check-Out,2015-08-21,1.0,2,0.0,8.0,Summer,0,0,1,0.0,Single,Short Stay,Last Minute
City Hotel,0,5,2015,August,34,19,0,2,1,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,14.0,,0.0,Transient,67.0,0.0,1.0,Check-Out,2015-08-21,1.0,2,0.0,8.0,Summer,0,0,1,134.0,Single,Short Stay,Last Minute
City Hotel,0,7,2015,August,34,19,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,F,F,0.0,No Deposit,9.0,,0.0,Contract,97.0,0.0,1.0,Check-Out,2015-08-21,4.0,2,1.0,8.0,Summer,1,0,1,194.0,Small Group,Short Stay,Last Minute
City Hotel,0,6,2015,August,34,19,2,4,2,0.0,0,BB,HRV,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,100.67,0.0,2.0,Check-Out,2015-08-25,2.0,6,0.0,8.0,Summer,0,1,1,604.02,Couple,Long Stay,Last Minute
City Hotel,0,8,2015,August,34,19,2,5,1,0.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,80.0,0.0,2.0,Check-Out,2015-08-26,1.0,7,0.0,8.0,Summer,0,1,1,560.0,Single,Long Stay,Short Lead Time
City Hotel,0,9,2015,August,34,19,2,5,2,0.0,0,BB,DEU,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,14.0,,0.0,Transient,75.0,0.0,0.0,Check-Out,2015-08-26,2.0,7,0.0,8.0,Summer,0,1,1,525.0,Couple,Long Stay,Short Lead Time
City Hotel,0,2,2015,August,34,19,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,99.14,0.0,0.0,Check-Out,2015-08-26,2.0,7,0.0,8.0,Summer,0,1,1,693.98,Couple,Long Stay,Last Minute
City Hotel,0,0,2015,August,34,19,3,9,2,0.0,0,BB,AGO,Online TA,TA/TO,0.0,0.0,0.0,A,D,2.0,No Deposit,0.0,,0.0,Contract,106.84,0.0,2.0,Check-Out,2015-08-31,2.0,12,0.0,8.0,Summer,0,1,1,1282.08,Couple,Long Stay,Last Minute
City Hotel,0,0,2015,August,34,19,4,9,2,0.0,0,SC,AGO,Online TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,9.0,,0.0,Contract,85.92,0.0,1.0,Check-Out,2015-09-01,2.0,13,0.0,8.0,Summer,0,1,1,1116.96,Couple,Long Stay,Last Minute
City Hotel,0,0,2015,August,34,19,0,1,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,124.0,0.0,0.0,Check-Out,2015-08-20,2.0,1,0.0,8.0,Summer,0,0,1,124.0,Couple,Short Stay,Last Minute
City Hotel,0,97,2015,August,34,19,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,76.5,0.0,1.0,Check-Out,2015-08-20,2.0,1,0.0,8.0,Summer,0,0,1,76.5,Couple,Short Stay,Long Lead Time
City Hotel,0,0,2015,August,34,19,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,106.0,0.0,2.0,Check-Out,2015-08-20,2.0,1,0.0,8.0,Summer,0,0,1,106.0,Couple,Short Stay,Last Minute
City Hotel,0,5,2015,August,34,19,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,45.0,,0.0,Transient,0.0,0.0,0.0,Check-Out,2015-08-20,1.0,1,0.0,8.0,Summer,0,0,1,0.0,Single,Short Stay,Last Minute
City Hotel,0,5,2015,August,34,20,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,105.0,0.0,2.0,Check-Out,2015-08-21,2.0,1,0.0,8.0,Summer,0,0,1,105.0,Couple,Short Stay,Last Minute
City Hotel,0,10,2015,August,34,20,0,1,2,2.0,0,SC,PRT,Online TA,TA/TO,0.0,0.0,0.0,F,F,0.0,No Deposit,9.0,,0.0,Contract,153.0,0.0,1.0,Check-Out,2015-08-21,4.0,1,1.0,8.0,Summer,1,0,1,153.0,Small Group,Short Stay,Short Lead Time
City Hotel,0,0,2015,August,34,20,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,114.0,0.0,1.0,Check-Out,2015-08-21,1.0,1,0.0,8.0,Summer,0,0,1,114.0,Single,Short Stay,Last Minute
City Hotel,0,1,2015,August,34,20,0,1,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,14.0,,0.0,Transient,75.0,0.0,2.0,Check-Out,2015-08-21,2.0,1,0.0,8.0,Summer,0,0,1,75.0,Couple,Short Stay,Last Minute
City Hotel,0,0,2015,August,34,20,0,1,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,124.0,0.0,0.0,Check-Out,2015-08-21,2.0,1,0.0,8.0,Summer,0,0,1,124.0,Couple,Short Stay,Last Minute
City Hotel,1,118,2015,August,34,20,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,27.0,,0.0,Transient,63.75,0.0,0.0,No-Show,2015-08-20,2.0,1,0.0,8.0,Summer,0,0,1,63.75,Couple,Short Stay,Long Lead Time
City Hotel,0,134,2015,August,34,20,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,E,0.0,No Deposit,27.0,,0.0,Transient,63.75,0.0,1.0,Check-Out,2015-08-21,2.0,1,0.0,8.0,Summer,0,0,1,63.75,Couple,Short Stay,Long Lead Time
City Hotel,0,0,2015,August,34,20,0,1,2,0.0,0,BB,STP,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,124.0,0.0,3.0,Check-Out,2015-08-21,2.0,1,0.0,8.0,Summer,0,0,1,124.0,Couple,Short Stay,Last Minute
City Hotel,0,1,2015,August,34,20,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,45.0,0.0,Transient,0.0,0.0,0.0,Check-Out,2015-08-21,1.0,1,0.0,8.0,Summer,0,0,1,0.0,Single,Short Stay,Last Minute
